0	0.447097
1	0.170628
2	0.064922
3	0.025070
4	0.009895
5	0.004023
6	0.001514
7	0.001414
8	0.000443
9	-0.000008
10	-0.000745
11	-0.001631
12	-0.001418
13	-0.000884
14	0.000144
15	0.000469
16	0.000080
17	-0.000083
18	0.000339
19	0.000269
20	0.000263
21	-0.000659
22	-0.000291
23	-0.000665
24	-0.000771
25	-0.000755
26	-0.000590
27	-0.001330
28	-0.001772
29	-0.001553
30	-0.001249
31	-0.001767
32	-0.002239
33	-0.001767
34	-0.001249
35	-0.001553
36	-0.001772
37	-0.001330
38	-0.000590
39	-0.000755
40	-0.000771
41	-0.000665
42	-0.000291
43	-0.000659
44	0.000263
45	0.000269
46	0.000339
47	-0.000083
48	0.000080
49	0.000469
50	0.000144
51	-0.000884
52	-0.001418
53	-0.001631
54	-0.000745
55	-0.000008
56	0.000443
57	0.001414
58	0.001514
59	0.004023
60	0.009895
61	0.025070
62	0.064922
63	0.170628
